instrument,instrument_type,instrument_year,rank,cosine_wp,cosine_wp_year,cosine_lag,cosine_similarity,rerank_wp,rerank_wp_year,rerank_lag,rerank_score
Measure 840,Measure,2025,4,ATCM37_wp018_e,2014,11,0.812974750995636,ATCM42_wp030_e,2019,6,0.94710773
Measure 840,Measure,2025,5,ATCM42_wp030_e,2019,6,0.7907290458679199,ATCM30_wp009_e,2007,18,0.9463195
Measure 840,Measure,2025,6,ATCM38_wp026_e,2015,10,0.7832401990890503,ATCM47_wp009_e,2025,0,0.916514
Measure 840,Measure,2025,7,ATCM47_wp009_e,2025,0,0.7807559967041016,ATCM38_wp026_e,2015,10,0.9120031
Measure 840,Measure,2025,8,ATCM46_wp027_e,2024,1,0.7752642631530762,ATCM47_wp011_e,2025,0,0.91133964
Measure 840,Measure,2025,9,ATCM46_wp023_e,2024,1,0.7723591923713684,ATCM46_wp027_e,2024,1,0.8999509
Measure 840,Measure,2025,10,ATCM47_wp011_e,2025,0,0.7718503475189209,ATCM46_wp023_e,2024,1,0.8864597
Decision 832,Decision,2024,1,ATCM21_wp001_e,1997,27,0.8215035796165466,ATCM45_wp036_e,2023,1,0.951612
Decision 832,Decision,2024,2,ATCM27_wp008_e,2004,20,0.8063268661499023,ATCM1_wp002_e,1961,63,0.94491345
Decision 832,Decision,2024,3,ATCM21_wp033_e,1997,27,0.7898540496826172,ATCM21_wp001_e,1997,27,0.9265965
Decision 832,Decision,2024,4,ATCM21_wp024_e,1997,27,0.788580596446991,ATCM26_wp040_e,2003,21,0.9194909
Decision 832,Decision,2024,5,ATCM36_wp040_e,2013,11,0.7848076820373535,ATCM27_wp039_rev1_e,2004,20,0.8979998
Decision 832,Decision,2024,6,ATCM45_wp036_e,2023,1,0.7767333984375,ATCM36_wp040_e,2013,11,0.8775188
Decision 832,Decision,2024,7,ATCM26_wp040_e,2003,21,0.7760913372039795,ATCM27_wp008_e,2004,20,0.87433493
Decision 832,Decision,2024,8,ATCM1_wp002_e,1961,63,0.7757659554481506,ATCM21_wp033_e,1997,27,0.86797863
Decision 832,Decision,2024,9,ATCM10_wp015_e,1979,45,0.7723078727722168,ATCM21_wp024_e,1997,27,0.8502698
Decision 832,Decision,2024,10,ATCM27_wp039_rev1_e,2004,20,0.7679837346076965,ATCM10_wp015_e,1979,45,0.7810635
Measure 790,Measure,2023,1,ATCM43_wp039_rev1_e,2021,2,0.8841118216514587,ATCM45_wp051_e,2023,0,0.9852486
Measure 790,Measure,2023,2,ATCM35_wp054_e,2012,11,0.8834680318832397,ATCM35_wp054_e,2012,11,0.9802507
Measure 790,Measure,2023,3,ATCM45_wp051_e,2023,0,0.8764957189559937,ATCM43_wp039_rev1_e,2021,2,0.9797918
Measure 790,Measure,2023,4,ATCM44_wp046_e,2022,1,0.8716771602630615,ATCM28_wp020_e,2005,18,0.9292737
Measure 790,Measure,2023,5,ATCM34_wp023_e,2011,12,0.862903356552124,ATCM44_wp046_e,2022,1,0.917886
Measure 790,Measure,2023,6,ATCM40_wp008_e,2017,6,0.8389203548431396,ATCM27_wp013_e,2004,19,0.91673785
Measure 790,Measure,2023,7,ATCM28_wp020_e,2005,18,0.8284416198730469,ATCM34_wp023_e,2011,12,0.9153295
Measure 790,Measure,2023,8,ATCM35_wp060_e,2012,11,0.8186033964157104,ATCM40_wp008_e,2017,6,0.89862424
Measure 790,Measure,2023,9,ATCM27_wp013_e,2004,19,0.8178638815879822,ATCM35_wp061_e,2012,11,0.88743895
Measure 790,Measure,2023,10,ATCM35_wp061_e,2012,11,0.8170369863510132,ATCM35_wp060_e,2012,11,0.88387895
Recommendation 114,Recommendation,1975,1,ATCM8_wp049_e,1975,0,0.9474115967750549,ATCM9_wp080_e,1977,-2,0.9575327
Recommendation 114,Recommendation,1975,2,ATCM8_wp043_e,1975,0,0.9254003763198853,ATCM9_wp057_e,1977,-2,0.9547488
Recommendation 114,Recommendation,1975,3,ATCM8_wp023_e,1975,0,0.9203774929046631,ATCM8_wp024_e,1975,0,0.9540689
Recommendation 114,Recommendation,1975,4,ATCM10_wp032_rev1_e,1979,-4,0.9180158376693726,ATCM8_wp049_e,1975,0,0.9528557
Recommendation 114,Recommendation,1975,5,ATCM9_wp080_e,1977,-2,0.9169930219650269,ATCM10_wp030_rev1_e,1979,-4,0.95088744
Recommendation 114,Recommendation,1975,6,ATCM7_wp050_e,1972,3,0.9138410091400146,ATCM7_wp050_e,1972,3,0.9492193
Recommendation 114,Recommendation,1975,7,ATCM9_wp057_e,1977,-2,0.9116775989532471,ATCM8_wp043_e,1975,0,0.9482696
Recommendation 114,Recommendation,1975,8,ATCM10_wp032_e,1979,-4,0.9093592166900635,ATCM10_wp032_rev1_e,1979,-4,0.9482696
Recommendation 114,Recommendation,1975,9,ATCM10_wp030_rev1_e,1979,-4,0.9045062065124512,ATCM10_wp032_e,1979,-4,0.94769174
Recommendation 114,Recommendation,1975,10,ATCM8_wp024_e,1975,0,0.9035524129867554,ATCM8_wp023_e,1975,0,0.94691175
Measure 820,Measure,2024,1,ATCM46_wp064_e,2024,0,0.8884918093681335,ATCM42_wp053_e,2019,5,0.98357177
Measure 820,Measure,2024,2,ATCM42_wp053_e,2019,5,0.8865270614624023,ATCM46_wp064_e,2024,0,0.9822605
Measure 820,Measure,2024,3,ATCM35_wp002_e,2012,12,0.886516809463501,ATCM35_wp002_e,2012,12,0.981282
Measure 820,Measure,2024,4,ATCM16_wp012_e,1991,33,0.8559370636940002,ATCM16_wp012_e,1991,33,0.935252
Measure 820,Measure,2024,5,ATCM38_wp026_e,2015,9,0.8081817626953125,ATCM28_wp042_e,2005,19,0.9291452
Measure 820,Measure,2024,6,ATCM44_wp043_e,2022,2,0.8032028675079346,ATCM38_wp026_e,2015,9,0.92485076
Measure 820,Measure,2024,7,ATCM37_wp058_rev1_e,2014,10,0.8030624985694885,ATCM37_wp058_rev1_e,2014,10,0.9158014
Measure 820,Measure,2024,8,ATCM35_wp060_e,2012,12,0.7999234795570374,ATCM42_wp016_e,2019,5,0.9054394
Measure 820,Measure,2024,9,ATCM28_wp042_e,2005,19,0.7982454299926758,ATCM44_wp043_e,2022,2,0.89510167
Measure 820,Measure,2024,10,ATCM42_wp016_e,2019,5,0.7970908284187317,ATCM35_wp060_e,2012,12,0.87195534
Resolution 679,Resolution,2018,1,ATCM41_wp029_e,2018,0,0.8952627182006836,ATCM41_wp029_e,2018,0,0.9841912
Resolution 679,Resolution,2018,2,ATCM44_wp014_e,2022,-4,0.8488578796386719,ATCM44_wp014_e,2022,-4,0.9701947
Resolution 679,Resolution,2018,3,ATCM37_wp051_e,2014,4,0.8119844198226929,ATCM37_wp051_e,2014,4,0.93915886
Resolution 679,Resolution,2018,4,ATCM37_wp005_e,2014,4,0.7861543893814087,ATCM37_wp005_e,2014,4,0.935958
Resolution 679,Resolution,2018,5,ATCM25_wp026_e,2002,16,0.7424633502960205,ATCM45_wp006_e,2023,-5,0.92991287
Resolution 679,Resolution,2018,6,ATCM12_wp018_e,1983,35,0.728225588798523,ATCM25_wp026_e,2002,16,0.89473426
Resolution 679,Resolution,2018,7,ATCM29_wp003_e,2006,12,0.7238597869873047,ATCM40_wp009_rev1_e,2017,1,0.8828729
Resolution 679,Resolution,2018,8,ATCM12_wp001_rev1_e,1983,35,0.7198026180267334,ATCM29_wp003_e,2006,12,0.84368914
Resolution 679,Resolution,2018,9,ATCM45_wp006_e,2023,-5,0.7108772993087769,ATCM12_wp001_rev1_e,1983,35,0.8416174
Resolution 679,Resolution,2018,10,ATCM40_wp009_rev1_e,2017,1,0.7104820013046265,ATCM12_wp018_e,1983,35,0.8314717
Measure 798,Measure,2023,1,ATCM44_wp015_e,2022,1,0.867188572883606,ATCM44_wp015_e,2022,1,0.9503373
Measure 798,Measure,2023,2,ATCM36_wp063_e,2013,10,0.760809063911438,ATCM31_wp052_e,2008,15,0.8848775
Measure 798,Measure,2023,3,ATCM38_wp041_e,2015,8,0.7460123300552368,ATCM46_wp008_e,2024,-1,0.88387895
Measure 798,Measure,2023,4,ATCM28_wp024_e,2005,18,0.7322527170181274,ATCM43_wp009_rev1_e,2021,2,0.87195534
Measure 798,Measure,2023,5,ATCM35_wp058_e,2012,11,0.7308747172355652,ATCM36_wp063_e,2013,10,0.8693157
Measure 798,Measure,2023,6,ATCM46_wp008_e,2024,-1,0.7298743724822998,ATCM44_wp045_e,2022,1,0.8690936
Measure 798,Measure,2023,7,ATCM43_wp009_rev1_e,2021,2,0.7277103066444397,ATCM38_wp041_e,2015,8,0.8670808
Measure 798,Measure,2023,8,ATCM44_wp045_e,2022,1,0.7246509194374084,ATCM35_wp058_e,2012,11,0.86685556
Measure 798,Measure,2023,9,ATCM43_wp031_e,2021,2,0.7236032485961914,ATCM43_wp031_e,2021,2,0.8661778
Measure 798,Measure,2023,10,ATCM31_wp052_e,2008,15,0.7231758832931519,ATCM28_wp024_e,2005,18,0.84726137
Decision 733,Decision,2021,1,ATCM43_wp060_rev1_e,2021,0,0.9153715372085571,ATCM43_wp060_rev1_e,2021,0,0.98406917
Decision 733,Decision,2021,2,ATCM32_wp003_e,2009,12,0.847208559513092,ATCM42_wp065_e,2019,2,0.9525035
Decision 733,Decision,2021,3,ATCM42_wp065_e,2019,2,0.839867115020752,ATCM44_wp052_e,2022,-1,0.935958
Decision 733,Decision,2021,4,ATCM24_wp016_e,2001,20,0.8231172561645508,ATCM24_wp016_e,2001,20,0.9302938
Decision 733,Decision,2021,5,ATCM31_wp061_e,2008,13,0.8194589614868164,ATCM30_wp038_e,2007,14,0.92491853
Decision 733,Decision,2021,6,ATCM44_wp052_e,2022,-1,0.8174507021903992,ATCM31_wp061_e,2008,13,0.91490287
Decision 733,Decision,2021,7,ATCM30_wp038_e,2007,14,0.8126062154769897,ATCM32_wp003_e,2009,12,0.9048946
Decision 733,Decision,2021,8,ATCM25_wp004_e,2002,19,0.786453366279602,ATCM25_wp004_e,2002,19,0.8932535
Decision 733,Decision,2021,9,ATCM14_wp030_rev1_e,1987,34,0.775471568107605,ATCM35_wp046_e,2012,9,0.87519085
Decision 733,Decision,2021,10,ATCM35_wp046_e,2012,9,0.7637535333633423,ATCM14_wp030_rev1_e,1987,34,0.8202392
Measure 731,Measure,2021,1,ATCM43_wp001_e,2021,0,0.9281517267227173,ATCM43_wp001_e,2021,0,0.9706433
Measure 731,Measure,2021,2,ATCM42_wp018_rev1_e,2019,2,0.8990165591239929,ATCM42_wp018_rev1_e,2019,2,0.95705354
Measure 731,Measure,2021,3,ATCM16_wp039_e,1991,30,0.8588416576385498,ATCM26_wp017_rev1_e,2003,18,0.9433685
Measure 731,Measure,2021,4,ATCM26_wp017_rev1_e,2003,18,0.7224531173706055,ATCM26_wp017_e,2003,18,0.9431594
Measure 731,Measure,2021,5,ATCM26_wp017_e,2003,18,0.7207416892051697,ATCM16_wp039_e,1991,30,0.9426336
Measure 731,Measure,2021,6,ATCM42_wp022_e,2019,2,0.7143186330795288,ATCM30_wp038_e,2007,14,0.9233438
Measure 731,Measure,2021,7,ATCM22_wp021_e,1998,23,0.7099645137786865,ATCM42_wp022_e,2019,2,0.91236496
Measure 731,Measure,2021,8,ATCM30_wp038_e,2007,14,0.7019784450531006,ATCM39_wp048_rev1_e,2016,5,0.90100116
Measure 731,Measure,2021,9,ATCM39_wp048_rev1_e,2016,5,0.6906702518463135,ATCM41_wp021_e,2018,3,0.87898064
Measure 731,Measure,2021,10,ATCM41_wp021_e,2018,3,0.6886258125305176,ATCM22_wp021_e,1998,23,0.83899665
Decision 631,Decision,2016,1,ATCM40_wp006_e,2017,-1,0.7906419634819031,ATCM40_wp006_e,2017,-1,0.92251027
Decision 631,Decision,2016,2,ATCM17_wp010_e,1992,24,0.7524433135986328,ATCM17_wp010_e,1992,24,0.8951933
Decision 631,Decision,2016,3,ATCM17_wp020_e,1992,24,0.7484745383262634,ATCM17_wp020_e,1992,24,0.8901415
Decision 631,Decision,2016,4,ATCM22_wp023_e,1998,18,0.7309521436691284,ATCM32_wp007_e,2009,7,0.8791883
Decision 631,Decision,2016,5,ATCM22_wp024_e,1998,18,0.7304403781890869,ATCM21_wp002_rev1_e,1997,19,0.877938
Decision 631,Decision,2016,6,ATCM21_wp002_rev1_e,1997,19,0.7229824662208557,ATCM23_wp012_e,1999,17,0.86595124
Decision 631,Decision,2016,7,ATCM23_wp012_e,1999,17,0.7161513566970825,ATCM22_wp024_e,1998,18,0.84927243
Decision 631,Decision,2016,8,ATCM22_wp020_e,1998,18,0.7152624130249023,ATCM22_wp023_e,1998,18,0.8447167
Decision 631,Decision,2016,9,ATCM28_wp009_e,2005,11,0.7136311531066895,ATCM28_wp009_e,2005,11,0.8352686
Decision 631,Decision,2016,10,ATCM32_wp007_e,2009,7,0.7135790586471558,ATCM22_wp020_e,1998,18,0.8331075
Measure 651,Measure,2017,1,ATCM40_wp014_rev1_e,2017,0,0.8520707488059998,ATCM40_wp014_rev1_e,2017,0,0.9743959
Measure 651,Measure,2017,2,ATCM30_wp003_e,2007,10,0.8130694627761841,ATCM30_wp003_e,2007,10,0.9358408
Measure 651,Measure,2017,3,ATCM37_wp054_e,2014,3,0.8076992034912109,ATCM37_wp021_e,2014,3,0.8804275
Measure 651,Measure,2017,4,ATCM35_wp044_e,2012,5,0.7864066362380981,ATCM37_wp054_e,2014,3,0.87497735
Measure 651,Measure,2017,5,ATCM45_wp059_e,2023,-6,0.778038740158081,ATCM45_wp059_e,2023,-6,0.8736898
Measure 651,Measure,2017,6,ATCM36_wp030_e,2013,4,0.7773721218109131,ATCM38_wp003_e,2015,2,0.87020063
Measure 651,Measure,2017,7,ATCM37_wp021_e,2014,3,0.7745694518089294,ATCM35_wp044_e,2012,5,0.86953735
Measure 651,Measure,2017,8,ATCM35_wp060_e,2012,5,0.7741367816925049,ATCM36_wp030_e,2013,4,0.8575773
Measure 651,Measure,2017,9,ATCM38_wp003_e,2015,2,0.7735604047775269,ATCM35_wp060_e,2012,5,0.8264878
Measure 651,Measure,2017,10,ATCM35_wp058_e,2012,5,0.7694194316864014,ATCM35_wp058_e,2012,5,0.823101
Decision 842,Decision,2025,1,ATCM32_wp007_e,2009,16,0.8213793635368347,ATCM32_wp007_e,2009,16,0.9342993
Decision 842,Decision,2025,2,ATCM21_wp001_e,1997,28,0.7579149007797241,ATCM1_wp002_e,1961,64,0.9212798
Decision 842,Decision,2025,3,ATCM24_wp004_e,2001,24,0.753125786781311,ATCM34_wp025_e,2011,14,0.90635514
Decision 842,Decision,2025,4,ATCM17_wp010_e,1992,33,0.7438492774963379,ATCM17_wp020_e,1992,33,0.9041778
Decision 842,Decision,2025,5,ATCM17_wp020_e,1992,33,0.7394336462020874,ATCM21_wp001_e,1997,28,0.8992453
Decision 842,Decision,2025,6,ATCM27_wp008_e,2004,21,0.7361664772033691,ATCM24_wp004_e,2001,24,0.88763386
Decision 842,Decision,2025,7,ATCM21_wp033_e,1997,28,0.7357493042945862,ATCM21_wp040_e,1997,28,0.8848775
Decision 842,Decision,2025,8,ATCM21_wp040_e,1997,28,0.7330992817878723,ATCM17_wp010_e,1992,33,0.8820626
Decision 842,Decision,2025,9,ATCM1_wp002_e,1961,64,0.7284872531890869,ATCM21_wp033_e,1997,28,0.83899665
Decision 842,Decision,2025,10,ATCM34_wp025_e,2011,14,0.7269737720489502,ATCM27_wp008_e,2004,21,0.823101
Resolution 707,Resolution,2019,1,ATCM10_wp026_e,1979,40,0.848758339881897,ATCM11_wp033_rev2_e,1981,38,0.92933786
Resolution 707,Resolution,2019,2,ATCM1_wp005_e,1961,58,0.816572368144989,ATCM1_wp005_e,1961,58,0.9280445
Resolution 707,Resolution,2019,3,ATCM10_wp051_e,1979,40,0.8078871369361877,ATCM10_wp026_e,1979,40,0.92752105
Resolution 707,Resolution,2019,4,ATCM5_wp038_e,1968,51,0.8077596426010132,ATCM15_wp046_rev2_e,1989,30,0.9234129
Resolution 707,Resolution,2019,5,ATCM10_wp051_rev1_e,1979,40,0.8062630295753479,ATCM5_wp038_e,1968,51,0.91416335
Resolution 707,Resolution,2019,6,ATCM15_wp006_e,1989,30,0.8047853708267212,ATCM5_wp038_rev1_e,1968,51,0.91286016
Resolution 707,Resolution,2019,7,ATCM15_wp046_rev2_e,1989,30,0.7928203344345093,ATCM15_wp006_e,1989,30,0.91181684
Resolution 707,Resolution,2019,8,ATCM12_wp019_e,1983,36,0.7910968065261841,ATCM10_wp051_e,1979,40,0.9113001
Resolution 707,Resolution,2019,9,ATCM5_wp038_rev1_e,1968,51,0.7851182818412781,ATCM10_wp051_rev1_e,1979,40,0.90767294
Resolution 707,Resolution,2019,10,ATCM11_wp033_rev2_e,1981,38,0.7786074280738831,ATCM12_wp019_e,1983,36,0.89835703
Decision 675,Decision,2018,1,ATCM35_wp030_e,2012,6,0.8563501238822937,ATCM35_wp030_e,2012,6,0.96686405
Decision 675,Decision,2018,2,ATCM36_wp067_e,2013,5,0.7914604544639587,ATCM35_wp047_e,2012,6,0.9392704
Decision 675,Decision,2018,3,ATCM45_wp015_rev2_e,2023,-5,0.7678112983703613,ATCM45_wp015_rev2_e,2023,-5,0.9380332
Decision 675,Decision,2018,4,ATCM36_wp031_e,2013,5,0.7503776550292969,ATCM36_wp031_e,2013,5,0.9279792
Decision 675,Decision,2018,5,ATCM35_wp047_e,2012,6,0.7379528880119324,ATCM36_wp067_e,2013,5,0.92706007
Decision 675,Decision,2018,6,ATCM40_wp030_e,2017,1,0.7202942371368408,ATCM40_wp030_e,2017,1,0.91469353
Decision 675,Decision,2018,7,ATCM38_wp005_e,2015,3,0.7142468690872192,ATCM32_wp046_e,2009,9,0.8613517
Decision 675,Decision,2018,8,ATCM32_wp046_e,2009,9,0.7080075740814209,ATCM36_wp007_e,2013,5,0.8331075
Decision 675,Decision,2018,9,ATCM36_wp007_e,2013,5,0.7058079242706299,ATCM38_wp005_e,2015,3,0.80354404
Decision 675,Decision,2018,10,ATCM17_wp033_e,1992,26,0.7014421224594116,ATCM17_wp033_e,1992,26,0.726115
Decision 408,Decision,2008,1,ATCM26_wp041_e,2003,5,0.9561774730682373,ATCM46_wp017_e,2024,-16,0.98198617
Decision 408,Decision,2008,2,ATCM31_wp063_rev1_e,2008,0,0.9507019519805908,ATCM31_wp063_rev1_e,2008,0,0.9749741
Decision 408,Decision,2008,3,ATCM31_wp063_e,2008,0,0.9505918025970459,ATCM39_wp042_e,2016,-8,0.97478276
Decision 408,Decision,2008,4,ATCM39_wp042_e,2016,-8,0.9496109485626221,ATCM31_wp063_e,2008,0,0.97478276
Decision 408,Decision,2008,5,ATCM46_wp017_e,2024,-16,0.9408912658691406,ATCM25_wp042_e,2002,6,0.9616204
Decision 408,Decision,2008,6,ATCM25_wp042_e,2002,6,0.9370663166046143,ATCM26_wp041_e,2003,5,0.94491345
Decision 408,Decision,2008,7,ATCM27_wp047_rev1_e,2004,4,0.8138834238052368,ATCM27_wp047_rev1_e,2004,4,0.9370036
Decision 408,Decision,2008,8,ATCM18_wp008_e,1994,14,0.755049467086792,ATCM18_wp008_e,1994,14,0.872825
Decision 408,Decision,2008,9,ATCM25_wp028_e,2002,6,0.734035849571228,ATCM25_wp028_e,2002,6,0.86753035
Decision 408,Decision,2008,10,ATCM25_wp044_e,2002,6,0.7234495878219604,ATCM25_wp044_e,2002,6,0.8632072
Measure 599,Measure,2015,1,ATCM43_wp025_rev1_e,2021,-6,0.8925010561943054,ATCM33_wp034_e,2010,5,0.968809
Measure 599,Measure,2015,2,ATCM33_wp034_e,2010,5,0.8791447877883911,ATCM43_wp025_rev1_e,2021,-6,0.9637254
Measure 599,Measure,2015,3,ATCM38_wp026_e,2015,0,0.8335576057434082,ATCM38_wp026_e,2015,0,0.94903076
Measure 599,Measure,2015,4,ATCM33_wp033_e,2010,5,0.8194392323493958,ATCM33_wp032_e,2010,5,0.9012622
Measure 599,Measure,2015,5,ATCM43_wp023_rev1_e,2021,-6,0.8169676065444946,ATCM43_wp023_rev1_e,2021,-6,0.89959866
Measure 599,Measure,2015,6,ATCM43_wp024_rev1_e,2021,-6,0.81157386302948,ATCM33_wp033_e,2010,5,0.8992453
Measure 599,Measure,2015,7,ATCM33_wp032_e,2010,5,0.8099395036697388,ATCM35_wp044_e,2012,3,0.8969214
Measure 599,Measure,2015,8,ATCM36_wp030_e,2013,2,0.8095397353172302,ATCM43_wp024_rev1_e,2021,-6,0.8919429
Measure 599,Measure,2015,9,ATCM35_wp044_e,2012,3,0.8037285804748535,ATCM46_wp023_e,2024,-9,0.8848775
Measure 599,Measure,2015,10,ATCM46_wp023_e,2024,-9,0.799107551574707,ATCM36_wp030_e,2013,2,0.88246834
Resolution 778,Resolution,2022,1,ATCM28_wp038_e,2005,17,0.8695558309555054,ATCM43_wp035_e,2021,1,0.9778496
Resolution 778,Resolution,2022,2,ATCM43_wp035_e,2021,1,0.8476114273071289,ATCM44_wp036_e,2022,0,0.9768113
Resolution 778,Resolution,2022,3,ATCM30_wp013_e,2007,15,0.8436533808708191,ATCM45_wp004_e,2023,-1,0.96833336
Resolution 778,Resolution,2022,4,ATCM31_wp006_e,2008,14,0.8307108879089355,ATCM28_wp038_e,2005,17,0.9492193
Resolution 778,Resolution,2022,5,ATCM28_wp012_e,2005,17,0.8301457166671753,ATCM30_wp013_e,2007,15,0.9461207
Resolution 778,Resolution,2022,6,ATCM29_wp015_rev1_e,2006,16,0.8072277903556824,ATCM31_wp006_e,2008,14,0.9371187
Resolution 778,Resolution,2022,7,ATCM16_wp002_e,1991,31,0.8008058071136475,ATCM29_wp015_rev1_e,2006,16,0.9363083
Resolution 778,Resolution,2022,8,ATCM44_wp036_e,2022,0,0.7965120673179626,ATCM28_wp012_e,2005,17,0.9342993
Resolution 778,Resolution,2022,9,ATCM9_wp013_rev1_e,1977,45,0.7964180707931519,ATCM16_wp002_e,1991,31,0.8934396
Resolution 778,Resolution,2022,10,ATCM45_wp004_e,2023,-1,0.7928087711334229,ATCM9_wp013_rev1_e,1977,45,0.87646526
Recommendation 87,Recommendation,1970,1,ATCM6_wp008_rev2_e,1970,0,0.9541983604431152,ATCM6_wp008_rev2_e,1970,0,0.9459213
Recommendation 87,Recommendation,1970,2,ATCM6_wp008_rev1_e,1970,0,0.9325490593910217,ATCM8_wp008_e,1975,-5,0.935958
Recommendation 87,Recommendation,1970,3,ATCM6_wp008_e,1970,0,0.9245557188987732,ATCM6_wp008_rev1_e,1970,0,0.9312377
Recommendation 87,Recommendation,1970,4,ATCM6_wp022_e,1970,0,0.7274206876754761,ATCM6_wp008_e,1970,0,0.9291452
Recommendation 87,Recommendation,1970,5,ATCM6_wp022_rev1_e,1970,0,0.7241699695587158,ATCM7_wp016_e,1972,-2,0.8804275
Recommendation 87,Recommendation,1970,6,ATCM8_wp008_e,1975,-5,0.7225075960159302,ATCM6_wp022_e,1970,0,0.8708611
Recommendation 87,Recommendation,1970,7,ATCM7_wp016_e,1972,-2,0.7201898097991943,ATCM6_wp022_rev1_e,1970,0,0.86595124
Recommendation 87,Recommendation,1970,8,ATCM8_wp038_e,1975,-5,0.7030202746391296,ATCM6_wp007_e,1970,0,0.8652696
Recommendation 87,Recommendation,1970,9,ATCM6_wp007_e,1970,0,0.6997326612472534,ATCM8_wp038_e,1975,-5,0.8379385
Recommendation 87,Recommendation,1970,10,ATCM8_wp028_e,1975,-5,0.6930795311927795,ATCM8_wp028_e,1975,-5,0.8314717
Recommendation 202,Recommendation,1991,1,ATCM16_wp017_e,1991,0,0.8751492500305176,ATCM24_wp022_e,2001,-10,0.98665434
Recommendation 202,Recommendation,1991,2,ATCM33_wp043_e,2010,-19,0.8398635983467102,ATCM33_wp043_e,2010,-19,0.9742002
Recommendation 202,Recommendation,1991,3,ATCM44_wp044_e,2022,-31,0.8256480097770691,ATCM39_wp004_e,2016,-25,0.96760666
Recommendation 202,Recommendation,1991,4,ATCM39_wp004_e,2016,-25,0.8157300353050232,ATCM16_wp017_e,1991,0,0.965719
Recommendation 202,Recommendation,1991,5,ATCM8_wp002_e,1975,16,0.8143102526664734,ATCM44_wp044_e,2022,-31,0.9635886
Recommendation 202,Recommendation,1991,6,ATCM8_wp044_e,1975,16,0.8125607371330261,ATCM34_wp047_e,2011,-20,0.96074593
Recommendation 202,Recommendation,1991,7,ATCM24_wp022_e,2001,-10,0.8076414465904236,ATCM8_wp044_e,1975,16,0.9211025
Recommendation 202,Recommendation,1991,8,ATCM8_wp035_e,1975,16,0.8056560158729553,ATCM8_wp035_e,1975,16,0.9139716
Recommendation 202,Recommendation,1991,9,ATCM24_wp033_e,2001,-10,0.8046277761459351,ATCM24_wp033_e,2001,-10,0.91264755
Recommendation 202,Recommendation,1991,10,ATCM34_wp047_e,2011,-20,0.7978142499923706,ATCM8_wp002_e,1975,16,0.87239087
nan 353,Untyped,1987,1,ATCM14_wp026_e,1987,0,0.8889278173446655,ATCM40_wp003_e,2017,-30,0.9821239
nan 353,Untyped,1987,2,ATCM40_wp003_e,2017,-30,0.8241229057312012,ATCM14_wp026_e,1987,0,0.97516406
nan 353,Untyped,1987,3,ATCM14_wp003_e,1987,0,0.7753223180770874,ATCM14_wp003_e,1987,0,0.962617
nan 353,Untyped,1987,4,ATCM11_wp038_e,1981,6,0.7684390544891357,ATCM14_wp033_e,1987,0,0.895924
nan 353,Untyped,1987,5,ATCM14_wp033_e,1987,0,0.767280101776123,ATCM18_wp009_e,1994,-7,0.8242356
nan 353,Untyped,1987,6,ATCM12_wp024_rev1_e,1983,4,0.7655625343322754,ATCM12_wp024_rev1_e,1983,4,0.80230784
nan 353,Untyped,1987,7,ATCM11_wp005_e,1981,6,0.7647070288658142,ATCM12_wp026_e,1983,4,0.7928494
nan 353,Untyped,1987,8,ATCM18_wp009_e,1994,-7,0.7580626010894775,ATCM33_wp041_e,2010,-23,0.75606954
nan 353,Untyped,1987,9,ATCM12_wp026_e,1983,4,0.7576534748077393,ATCM11_wp038_e,1981,6,0.74435914
nan 353,Untyped,1987,10,ATCM33_wp041_e,2010,-23,0.756500244140625,ATCM11_wp005_e,1981,6,0.7276659
Measure 768,Measure,2022,1,ATCM44_wp047_e,2022,0,0.8263463377952576,ATCM44_wp047_e,2022,0,0.9839462
Measure 768,Measure,2022,2,ATCM46_wp009_e,2024,-2,0.8212789297103882,ATCM46_wp009_e,2024,-2,0.9764547
Measure 768,Measure,2022,3,ATCM26_wp017_rev1_e,2003,19,0.8188109397888184,ATCM26_wp017_rev1_e,2003,19,0.9619076
Measure 768,Measure,2022,4,ATCM26_wp017_e,2003,19,0.8167674541473389,ATCM24_wp016_e,2001,21,0.9616204
Measure 768,Measure,2022,5,ATCM42_wp022_e,2019,3,0.8141816854476929,ATCM45_wp053_e,2023,-1,0.961476
Measure 768,Measure,2022,6,ATCM30_wp038_e,2007,15,0.7843126654624939,ATCM26_wp017_e,2003,19,0.961331
Measure 768,Measure,2022,7,ATCM24_wp016_e,2001,21,0.7788282632827759,ATCM42_wp022_e,2019,3,0.96074593
Measure 768,Measure,2022,8,ATCM47_wp047_e,2025,-3,0.7782711982727051,ATCM47_wp047_e,2025,-3,0.9572139
Measure 768,Measure,2022,9,ATCM45_wp053_e,2023,-1,0.7689324021339417,ATCM31_wp061_e,2008,14,0.9550851
Measure 768,Measure,2022,10,ATCM31_wp061_e,2008,14,0.7665103673934937,ATCM30_wp038_e,2007,15,0.9495946
Decision 846,Decision,2025,1,ATCM27_wp047_rev1_e,2004,21,0.8366985321044922,ATCM46_wp017_e,2024,1,0.9639975
Decision 846,Decision,2025,2,ATCM46_wp017_e,2024,1,0.8263001441955566,ATCM39_wp042_e,2016,9,0.9463195
Decision 846,Decision,2025,3,ATCM39_wp042_e,2016,9,0.810320258140564,ATCM25_wp042_e,2002,23,0.9455202
